File_name,Fish_ID,Common_Name,Species_Code,Family,Genus,Species,Date,Source_River,Imaging_Latitude,Imaging_Longitude,Fork_Length,Girth,Weight,Personnel,Comments,
CVR-1418.6.1556-US41602-Color-10-2388,2388,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2389,2389,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2390,2390,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2391,2391,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2392,2392,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2393,2393,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2394,2394,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2395,2395,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2396,2396,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2397,2397,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2398,2398,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2399,2399,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2400,2400,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2401,2401,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2402,2402,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2403,2403,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2404,2404,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2405,2405,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2406,2406,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2407,2407,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2408,2408,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2409,2409,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2410,2410,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2411,2411,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2412,2412,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2413,2413,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2414,2414,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2415,2415,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2416,2416,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2417,2417,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2418,2418,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2419,2419,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2420,2420,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2421,2421,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2422,2422,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2423,2423,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2424,2424,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2425,2425,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2426,2426,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2427,2427,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2428,2428,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2429,2429,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2430,2430,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2431,2431,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2432,2432,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2433,2433,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2434,2434,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2435,2435,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2436,2436,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2437,2437,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2438,2438,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2439,2439,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2440,2440,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2441,2441,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2442,2442,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2443,2443,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2444,2444,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2445,2445,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2446,2446,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2447,2447,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2448,2448,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2449,2449,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2450,2450,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2451,2451,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2452,2452,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2453,2453,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2454,2454,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2455,2455,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2456,2456,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2457,2457,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2458,2458,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2459,2459,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2460,2460,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2461,2461,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2462,2462,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2463,2463,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2464,2464,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2465,2465,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2466,2466,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2467,2467,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2468,2468,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2469,2469,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2470,2470,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2471,2471,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2472,2472,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2473,2473,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2474,2474,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2475,2475,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2476,2476,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2477,2477,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2478,2478,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2479,2479,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2480,2480,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2481,2481,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2482,2482,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2483,2483,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2484,2484,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2485,2485,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2486,2486,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2487,2487,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2488,2488,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2489,2489,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2490,2490,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2491,2491,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2492,2492,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2493,2493,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2494,2494,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2495,2495,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2496,2496,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2497,2497,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2498,2498,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2499,2499,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2500,2500,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2501,2501,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2502,2502,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2503,2503,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2504,2504,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2505,2505,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2506,2506,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2507,2507,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2508,2508,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2509,2509,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2510,2510,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2511,2511,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2512,2512,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2513,2513,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2514,2514,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2515,2515,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2516,2516,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
CVR-1418.6.1556-US41602-Color-10-2517,2517,silver carp,SC,Cyprinidae,Hypophthalmichthys,molitrix,23-Apr-19,Illinois ,41.354,-88.418,NA,NA,NA,"BA,BB,CW,DZ",,
